Aliado,Nombre Comercial,Descripcion corta,Precio referencial,Precio promocional,Ahorro,Ecosistemas,Caracteristicas,Metodo de compra y pago,Pasos a seguir,Telefono,Correo,URL aliado,Terminos y Condiciones,Vigencia,Foto externa,Foto interna,PDF Auxiliar
Cibertec,Ahorra S/370 soles en la Carrera de Administración de Empresas más un curso de excel totalmente gratis,100% de Descuento en Matrícula en Cualquier Carrera pagando tu primera Cuota,"S/3.840,00","S/3.470,00",Ahorra S/370,Educación,"Un administrador de empresas de CIBERTEC puede trabajar tanto en cualquier sector realizando funciones de coordinación, organización, plantación y dirección de estrategias que contribuyan a alcanzar los objetivos de la empresa. Empieza ahora y lleváte gratis la matrícula de la carrera. Adicionalmente, te regalamos un curso excel básico para complementar tu desarrollo.",Pagando con la Tarjeta de débito ALFIN al ser contactado por Cibertec,•Ingresa al portal web de Cibertec; • Deja tus datos en el formulario para ser contactado en un plazo de 24 horas.;•Solicita las promociones disponibles con Alfin al ser contactado.;• Realiza tu proceso de inscripción con Cibertec;•Paga con la Tarjeta de débito Alfin en el portal de Cibertec indicado o por medio del Pago Link.,(01) 633-5555,Alice Lozano,https://www.cibertec.edu.pe/,"Promoción válida pagando con Tarjeta de Débito del Nuevo Banco. No acumulable con otras promociones y/o descuentos. Válido hasta el 28 de marzo de 2022. Válido para Pago Link Niubiz o en Sedes Autorizadas de Cibertec. Para mayor información de la promoción sobre términos y condiciones, contactarse con un representante autorizado Cibertec. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 28/03/2022,https://drive.google.com/uc?export=view&id=1O1a1LszDkZllrbMzpAnOdypBXs2j3GTQ,http://res.cloudinary.com/renzott/image/upload/v1635747704/uc_qnlexn.jpg,
Cibertec,Ahorra S/370 soles en la Carrera de Contabilidad más un curso de excel totalmente gratis,100% de Descuento en Matrícula en Cualquier Carrera pagando tu primera Cuota,"S/2.960,00","S/2.590,00",Ahorra S/370,Educación,"Un profesional contable de CIBERTEC se encarga de velar por los balances financieros de una empresa, recopilando información de ingresos y egresos, interpretando documentación financiera y realizando informes que reflejen la economía de la empresa, planteando recomendaciones para mejorar la situación económica. Empieza ahora y lleváte gratis la matrícula de la carrera. Adicionalmente, te regalamos un curso excel básico para complementar tu desarrollo.",Pagando con la Tarjeta de débito ALFIN al ser contactado por Cibertec,•Ingresa al portal web de Cibertec; • Deja tus datos en el formulario para ser contactado en un plazo de 24 horas.;•Solicita las promociones disponibles con Alfin al ser contactado.;• Realiza tu proceso de inscripción con Cibertec;•Paga con la Tarjeta de débito Alfin en el portal de Cibertec indicado o por medio del Pago Link.,(01) 633-5555,Alice Lozano,https://www.cibertec.edu.pe/,"Promoción válida pagando con Tarjeta de Débito del Nuevo Banco. No acumulable con otras promociones y/o descuentos. Válido para nuevos estudiantes. Válido hasta el 28 de marzo de 2022. Válido para Pago Link Niubiz o en Sedes Autorizadas de Cibertec. Para mayor información de la promoción sobre términos y condiciones, contactarse con un representante autorizado Cibertec. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 28/03/2022,http://res.cloudinary.com/renzott/image/upload/v1635747708/uc_jg68x7.jpg,http://res.cloudinary.com/renzott/image/upload/v1635747711/uc_fj9qxq.jpg,
Cibertec,Ahorra S/370 soles en la Carrera de Marketing más un curso de excel totalmente gratis,100% de Descuento en Matrícula en Cualquier Carrera pagando tu primera Cuota,"S/3.435,00","S/3.065,00",Ahorra S/370,Educación,"Un profesional en Marketing de CIBERTEC debe trabajar tanto con el área de comunicaciones como con el área de ventas, logrando los puntos de contactos necesarios para que se complementen. Empieza ahora y lleváte gratis la matrícula de la carrera. Adicionalmente, te regalamos un curso excel básico para complementar tu desarrollo.",Pagando con la Tarjeta de débito ALFIN al ser contactado por Cibertec,•Ingresa al portal web de Cibertec; • Deja tus datos en el formulario para ser contactado en un plazo de 24 horas.;•Solicita las promociones disponibles con Alfin al ser contactado.;• Realiza tu proceso de inscripción con Cibertec;•Paga con la Tarjeta de débito Alfin en el portal de Cibertec indicado o por medio del Pago Link.,(01) 633-5555,Alice Lozano,https://www.cibertec.edu.pe/,"Promoción válida pagando con Tarjeta de Débito del Nuevo Banco. No acumulable con otras promociones y/o descuentos. Válido para nuevos estudiantes. Válido hasta el 28 de marzo de 2022. Válido para Pago Link Niubiz o en Sedes Autorizadas de Cibertec. Para mayor información de la promoción sobre términos y condiciones, contactarse con un representante autorizado Cibertec. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 28/03/2022,https://drive.google.com/uc?export=view&id=1kK6j_dzfoHBfG3G-5fU1rCp6bViww6PR,http://res.cloudinary.com/renzott/image/upload/v1635747715/uc_ui84s4.jpg,
Cibertec,Ahorra S/370 soles en la Carrera de Computación e Informática más un curso de excel totalmente gratis,100% de Descuento en Matrícula en Cualquier Carrera pagando tu primera Cuota,"S/3.840,00","S/3.470,00",Ahorra S/370,Educación,"Un experto en la carrera de computación e informática de CIBERTEC se enfocará en la tecnología como herramienta aplicada al mercado laboral. Podrás desarrollar soluciones utilizando metodologías tecnológicas adecuadas y de calidad, participando el diseño propuesto por el cliente.
Estudiando nuestra carrera, podrás acceder a diversos beneficios como los convenios con Microsoft, IBM y Oracle. Empieza ahora y lleváte gratis la matrícula de la carrera. Adicionalmente, te regalamos un curso excel básico para complementar tu desarrollo.",Pagando con la Tarjeta de débito ALFIN al ser contactado por Cibertec,•Ingresa al portal web de Cibertec; • Deja tus datos en el formulario para ser contactado en un plazo de 24 horas.;•Solicita las promociones disponibles con Alfin al ser contactado.;• Realiza tu proceso de inscripción con Cibertec;•Paga con la Tarjeta de débito Alfin en el portal de Cibertec indicado o por medio del Pago Link.,(01) 633-5555,Alice Lozano,https://www.cibertec.edu.pe/,"Promoción válida pagando con Tarjeta de Débito del Nuevo Banco. No acumulable con otras promociones y/o descuentos. Válido para nuevos estudiantes. Válido hasta el 28 de marzo de 2022. Válido para Pago Link Niubiz o en Sedes Autorizadas de Cibertec. Para mayor información de la promoción sobre términos y condiciones, contactarse con un representante autorizado Cibertec. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 28/03/2022,http://res.cloudinary.com/renzott/image/upload/v1635747719/uc_t98j0j.jpg,http://res.cloudinary.com/renzott/image/upload/v1635747721/uc_bds9tt.jpg,
Cibertec,Ahorra S/370 soles en la Carrera de Diseño de Interiores más un curso de excel totalmente gratis,100% de Descuento en Matrícula en Cualquier Carrera pagando tu primera Cuota,"S/3.865,00","S/3.495,00",Ahorra S/370,Educación,"Un profesional en Diseño de interiores de CIBERTEC busca las tendencias en diseño para adaptarlas, siempre que sea el caso, a los espacios que está transformando, manteniendo el equilibrio y armonía que se tendrá con la interacción de las personas. Empieza ahora y lleváte gratis la matrícula de la carrera. Adicionalmente, te regalamos un curso excel básico para complementar tu desarrollo.
",Pagando con la Tarjeta de débito ALFIN al ser contactado por Cibertec,•Ingresa al portal web de Cibertec; • Deja tus datos en el formulario para ser contactado en un plazo de 24 horas.;•Solicita las promociones disponibles con Alfin al ser contactado.;• Realiza tu proceso de inscripción con Cibertec;•Paga con la Tarjeta de débito Alfin en el portal de Cibertec indicado o por medio del Pago Link.,(01) 633-5555,Alice Lozano,https://www.cibertec.edu.pe/,"Promoción válida pagando con Tarjeta de Débito del Nuevo Banco. No acumulable con otras promociones y/o descuentos. Válido para nuevos estudiantes. Válido hasta el 28 de marzo de 2022. Válido para Pago Link Niubiz o en Sedes Autorizadas de Cibertec. Para mayor información de la promoción sobre términos y condiciones, contactarse con un representante autorizado Cibertec. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 28/03/2022,http://res.cloudinary.com/renzott/image/upload/v1635747725/uc_ceqkih.jpg,http://res.cloudinary.com/renzott/image/upload/v1635747727/uc_mwvcux.jpg,
Cibertec,Ahorra S/370 soles en la Carrera de Diseño Gráfico más un curso de excel totalmente gratis,100% de Descuento en Matrícula en Cualquier Carrera pagando tu primera Cuota,"S/3.865,00","S/3.495,00",Ahorra S/370,Educación,"Un diseñador gráfico de CIBERTEC crea piezas gráficas mediante un programa de diseño gráfico logrando transmitir una idea mediante artes visuales. Estudiar diseño gráfico permite ser una pieza clave en la estrategia publicitaria de una idea ya sea de negocio o no. Empieza ahora y lleváte gratis la matrícula de la carrera. Adicionalmente, te regalamos un curso excel básico para complementar tu desarrollo.",Pagando con la Tarjeta de débito ALFIN al ser contactado por Cibertec,•Ingresa al portal web de Cibertec; • Deja tus datos en el formulario para ser contactado en un plazo de 24 horas.;•Solicita las promociones disponibles con Alfin al ser contactado.;• Realiza tu proceso de inscripción con Cibertec;•Paga con la Tarjeta de débito Alfin en el portal de Cibertec indicado o por medio del Pago Link.,(01) 633-5555,Alice Lozano,https://www.cibertec.edu.pe/,"Promoción válida pagando con Tarjeta de Débito del Nuevo Banco. No acumulable con otras promociones y/o descuentos. Válido para nuevos estudiantes. Válido hasta el 28 de marzo de 2022. Válido para Pago Link Niubiz o en Sedes Autorizadas de Cibertec. Para mayor información de la promoción sobre términos y condiciones, contactarse con un representante autorizado Cibertec. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 28/03/2022,http://res.cloudinary.com/renzott/image/upload/v1635747731/uc_gmspb5.jpg,http://res.cloudinary.com/renzott/image/upload/v1635747734/uc_shmqx1.jpg,
Cibertec,Ahorra S/370 soles en cualquiera de las carreras más un curso de excel totalmente gratis,100% de Descuento en Matrícula en Cualquier Carrera pagando tu primera Cuota,"S/3.865,00","S/3.495,00",Ahorra S/370,Educación,"Empieza ahora y lleváte gratis la matrícula de la carrera. No esperes más. Válido en cualquiera de las carreras de CIBERTEC. Adicionalmente, te regalamos un curso excel básico para complementar tu desarrollo.",Pagando con la Tarjeta de débito ALFIN al ser contactado por Cibertec,•Ingresa al portal web de Cibertec; • Deja tus datos en el formulario para ser contactado en un plazo de 24 horas.;•Solicita las promociones disponibles con Alfin al ser contactado.;• Realiza tu proceso de inscripción con Cibertec;•Paga con la Tarjeta de débito Alfin en el portal de Cibertec indicado o por medio del Pago Link.,(01) 633-5555,Alice Lozano,https://www.cibertec.edu.pe/,"Promoción válida pagando con Tarjeta de Débito del Nuevo Banco. No acumulable con otras promociones y/o descuentos. Válido para nuevos estudiantes. Válido hasta el 28 de marzo de 2022. Válido para Pago Link Niubiz o en Sedes Autorizadas de Cibertec. Para mayor información de la promoción sobre términos y condiciones, contactarse con un representante autorizado Cibertec. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 28/03/2022,https://drive.google.com/uc?export=view&id=1qrKQGG8lbaSJQk7traIQdoE5aLTk2Rfk,http://res.cloudinary.com/renzott/image/upload/v1635747739/uc_mzhk9z.jpg,
Cibertec,Ahorra S/537 soles en Especialización de Excel,20% de Descuento en el Programa,"S/2.686,00","S/2.149,00",Ahorra S/537,Educación,"Se un especialista en Excel, el programa incluye 5 cursos: 
Excel Básico, intermedio y avanzado
Desarrollo de Aplicaciones con Exce
Power Pivot. ",Pagando con la Tarjeta de débito ALFIN al ser contactado por Cibertec,•Ingresa al portal web de Cibertec; • Deja tus datos en el formulario para ser contactado en un plazo de 24 horas.;•Solicita las promociones disponibles con Alfin al ser contactado.;• Realiza tu proceso de inscripción con Cibertec;•Paga con la Tarjeta de débito Alfin en el portal de Cibertec indicado o por medio del Pago Link.,(01) 633-5555,Magorie Calle,https://www.cibertec.edu.pe/,"Promoción válida pagando con Tarjeta de Débito del Nuevo Banco. No acumulable con otras promociones y/o descuentos. Válido hasta el 28 de marzo de 2022. Válido para Pago Link Niubiz o en Sedes Autorizadas de Cibertec. Para mayor información de la promoción sobre términos y condiciones, contactarse con un representante autorizado Cibertec. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 28/03/2022,https://drive.google.com/uc?export=view&id=1nvFCL7AFlFKd3i-kz1CCRA4cXNjzN80k,http://res.cloudinary.com/renzott/image/upload/v1635747744/uc_gwaguq.jpg,
Cibertec,Ahorra S/548 soles en Especialización Contable Básico,20% de Descuento en el Programa,"S/2.741,00","S/2.193,00",Ahorra S/548,Educación,"Como emprendedor es muy importante tener conocimientos básicos de contabilidad, el programa incluye 5 cursos: 
Excel Básico e Intermedio
Desarrollo de Aplicaciones con Excel
Contabilidad para no Contadores
Contabilidad Digital Financiera I",Pagando con la Tarjeta de débito ALFIN al ser contactado por Cibertec,•Ingresa al portal web de Cibertec; • Deja tus datos en el formulario para ser contactado en un plazo de 24 horas.;•Solicita las promociones disponibles con Alfin al ser contactado.;• Realiza tu proceso de inscripción con Cibertec;•Paga con la Tarjeta de débito Alfin en el portal de Cibertec indicado o por medio del Pago Link.,(01) 633-5555,Magorie Calle,https://www.cibertec.edu.pe/,"Promoción válida pagando con Tarjeta de Débito del Nuevo Banco. No acumulable con otras promociones y/o descuentos. Válido hasta el 28 de marzo de 2022. Válido para Pago Link Niubiz o en Sedes Autorizadas de Cibertec. Para mayor información de la promoción sobre términos y condiciones, contactarse con un representante autorizado Cibertec. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 28/03/2022,https://drive.google.com/uc?export=view&id=1nAT9J9jocKOKhObNlQTLq7INr1yU7mbJ,http://res.cloudinary.com/renzott/image/upload/v1635747749/uc_qnmatg.jpg,
Cibertec,Ahorra S/429 soles en Especialización de nuevos mercados para Emprendedores,20% de Descuento en el Programa,"S/2.143,00","S/1.714,00",Ahorra S/429,Educación,"Potencia tu experiencia con conocimiento, el programa incluye 5 cursos: 
Excel básico e intermedio
Importaciones Chinas
Técnica de Ventas
Community Manager",Pagando con la Tarjeta de débito ALFIN al ser contactado por Cibertec,•Ingresa al portal web de Cibertec; • Deja tus datos en el formulario para ser contactado en un plazo de 24 horas.;•Solicita las promociones disponibles con Alfin al ser contactado.;• Realiza tu proceso de inscripción con Cibertec;•Paga con la Tarjeta de débito Alfin en el portal de Cibertec indicado o por medio del Pago Link.,(01) 633-5555,Magorie Calle,https://www.cibertec.edu.pe/,"Promoción válida pagando con Tarjeta de Débito del Nuevo Banco. No acumulable con otras promociones y/o descuentos. Válido hasta el 28 de marzo de 2022. Válido para Pago Link Niubiz o en Sedes Autorizadas de Cibertec. Para mayor información de la promoción sobre términos y condiciones, contactarse con un representante autorizado Cibertec. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 28/03/2022,https://drive.google.com/uc?export=view&id=1zcXlxSB9AW3rpouxv8AaXZicGJthl3qd,http://res.cloudinary.com/renzott/image/upload/v1635747755/uc_alc3om.jpg,
Cibertec,Ahorra S/732 soles en Programa Ciencia de Datos para principiantes,20% de Descuento en el Programa,"S/3.662,00","S/2.930,00",Ahorra S/732,Educación,"Inicia tus conocimientos en el mundo de la data, el programa incluye 6 cursos: 
Excel Básico, Intermedio y Avanzado 
Data Analytics - Power BI Excel 2019
Fundamentos de ciencia de Datos (Aut.) 
Storytelling con Datos Visualización y Comunicación (Aut)",Pagando con la Tarjeta de débito ALFIN al ser contactado por Cibertec,•Ingresa al portal web de Cibertec; • Deja tus datos en el formulario para ser contactado en un plazo de 24 horas.;•Solicita las promociones disponibles con Alfin al ser contactado.;• Realiza tu proceso de inscripción con Cibertec;•Paga con la Tarjeta de débito Alfin en el portal de Cibertec indicado o por medio del Pago Link.,(01) 633-5555,Magorie Calle,https://www.cibertec.edu.pe/,"Promoción válida pagando con Tarjeta de Débito del Nuevo Banco. No acumulable con otras promociones y/o descuentos. Válido hasta el 28 de marzo de 2022. Válido para Pago Link Niubiz o en Sedes Autorizadas de Cibertec. Para mayor información de la promoción sobre términos y condiciones, contactarse con un representante autorizado Cibertec. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 28/03/2022,https://drive.google.com/uc?export=view&id=1x47d9lmyZc70j1oC592fHd29RaUDz0gL,http://res.cloudinary.com/renzott/image/upload/v1635747761/uc_eycvzb.jpg,
Cibertec,Ahorra S/211 soles en Programa Cibertec for Kids: Diseño y tecnología,15% de Descuento en el Programa,"S/1.410,00","S/1.199,00",Ahorra S/211,Educación,"El programa incluye 5 cursos: 
Diseño Kids 1 
Diseño Kids 2
Code for Kids
Crea tu Propio Juego 1 y 2",Pagando con la Tarjeta de débito ALFIN al ser contactado por Cibertec,•Ingresa al portal web de Cibertec; • Deja tus datos en el formulario para ser contactado en un plazo de 24 horas.;•Solicita las promociones disponibles con Alfin al ser contactado.;• Realiza tu proceso de inscripción con Cibertec;•Paga con la Tarjeta de débito Alfin en el portal de Cibertec indicado o por medio del Pago Link.,(01) 633-5555,Magorie Calle,https://www.cibertec.edu.pe/,"Promoción válida pagando con Tarjeta de Débito del Nuevo Banco. No acumulable con otras promociones y/o descuentos. Válido hasta el 28 de marzo de 2022. Válido para Pago Link Niubiz o en Sedes Autorizadas de Cibertec. Para mayor información de la promoción sobre términos y condiciones, contactarse con un representante autorizado Cibertec. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 28/03/2022,http://res.cloudinary.com/renzott/image/upload/v1635747765/uc_ui8d5k.jpg,http://res.cloudinary.com/renzott/image/upload/v1635747767/uc_ehntao.jpg,
Cibertec,Ahorra S/175 soles en Programa Cibertec for Teens: Diseño y tecnología,15% de Descuento en el Programa,"S/1.110,00","S/935,00",Ahorra S/175,Educación,"El programa incluye 5 cursos: 
Diseño Teens 1
Diseño Teens 2
Comic Art Teens
Fotografía Express Teens
MS Office 2019 for Teens",Pagando con la Tarjeta de débito ALFIN al ser contactado por Cibertec,•Ingresa al portal web de Cibertec; • Deja tus datos en el formulario para ser contactado en un plazo de 24 horas.;•Solicita las promociones disponibles con Alfin al ser contactado.;• Realiza tu proceso de inscripción con Cibertec;•Paga con la Tarjeta de débito Alfin en el portal de Cibertec indicado o por medio del Pago Link.,(01) 633-5555,Magorie Calle,https://www.cibertec.edu.pe/,"Promoción válida pagando con Tarjeta de Débito del Nuevo Banco. No acumulable con otras promociones y/o descuentos. Válido hasta el 28 de marzo de 2022. Válido para Pago Link Niubiz o en Sedes Autorizadas de Cibertec. Para mayor información de la promoción sobre términos y condiciones, contactarse con un representante autorizado Cibertec. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 28/03/2022,https://drive.google.com/uc?export=view&id=139bcT7YrJ4FgEpiPkrSB9opEIprqFAPG,http://res.cloudinary.com/renzott/image/upload/v1635747772/uc_kqqqul.jpg,
Cibertec,Ahorra S/678 soles en Programa Cibertec de Especialización en Diseño,15% de Descuento en el Programa,"S/3.390,00","S/2.712,00",Ahorra S/678,Educación,"Especialízate en diseño gráfico, el programa incluye 4 cursos: 
Diseño Gráfico Digital I y II 
Fotografía Express 
Diseño Arquitectónico Digital I",Pagando con la Tarjeta de débito ALFIN al ser contactado por Cibertec,•Ingresa al portal web de Cibertec; • Deja tus datos en el formulario para ser contactado en un plazo de 24 horas.;•Solicita las promociones disponibles con Alfin al ser contactado.;• Realiza tu proceso de inscripción con Cibertec;•Paga con la Tarjeta de débito Alfin en el portal de Cibertec indicado o por medio del Pago Link.,(01) 633-5555,Magorie Calle,https://www.cibertec.edu.pe/,"Promoción válida pagando con Tarjeta de Débito del Nuevo Banco. No acumulable con otras promociones y/o descuentos. Válido hasta el 28 de marzo de 2022. Válido para Pago Link Niubiz o en Sedes Autorizadas de Cibertec. Para mayor información de la promoción sobre términos y condiciones, contactarse con un representante autorizado Cibertec. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 28/03/2022,https://drive.google.com/uc?export=view&id=16fBkpAebRSxQ1l43oxYC8-oMegjApnFP,http://res.cloudinary.com/renzott/image/upload/v1635747777/uc_pqgydi.jpg,
Cibertec,Hasta 20% de descuento en cualquier curso,Aplica sobre programas en oferta,,,,Educación,"Arma tu propio paquete de cursos, especializaciones y diplomados, y disfruta hasta un 20% de descuento con Cibertec",Pagando con la Tarjeta de débito ALFIN al ser contactado por Cibertec,•Ingresa al portal web de Cibertec; • Deja tus datos en el formulario para ser contactado en un plazo de 24 horas.;•Solicita las promociones disponibles con Alfin al ser contactado.;• Realiza tu proceso de inscripción con Cibertec;•Paga con la Tarjeta de débito Alfin en el portal de Cibertec indicado o por medio del Pago Link.,(01) 633-5555,Magorie Calle,https://www.cibertec.edu.pe/,"Promoción válida pagando con Tarjeta de Débito del Nuevo Banco. No acumulable con otras promociones y/o descuentos. Válido hasta el 28 de marzo de 2022. Válido para Pago Link Niubiz o en Sedes Autorizadas de Cibertec. Para mayor información de la promoción sobre términos y condiciones, contactarse con un representante autorizado Cibertec. Imágenes referenciales correspondientes a los establecimientos afiliados. Alfin no se responsabiliza por los productos y/o servicios brindados por las alianzas y establecimientos asociados. Si deseas mayor información de tasas de interés, comisiones y gastos de los productos del Banco visite www.Alfinbanco.pe o contacte nuestros canales de atención aquí. Alfin podrá suspender la promoción así como introducir las modificaciones que juzgue convenientes en cuanto a las condiciones y características de la promoción, sin que ello genere reclamo alguno por parte de los clientes. Información difundida de acuerdo a la ley N°28587 y resolución SBS 3274-2017.",Desde 02/11/2021 - Hasta 28/03/2022,https://drive.google.com/uc?export=view&id=1ItXHv7mQ3BzO8c0K1hEt1k0Bz3Xx1Xh4,http://res.cloudinary.com/renzott/image/upload/v1635747781/uc_ecsfva.jpg,
